COD_CNPJ_A
00000060405830
00000060407352
00000060408502
00000060408871
00000060409312
00000060409452
00000060409460
00000060409550
00000060410400
00000060411830
00000060417749
00000060419164
00000060420219
00000060420863
00000060427310
00000060430273
00000060432527
00000060432748
00000060436581
00000060437820
00000060437871
00000060445106
00000060456060
00000060464364
00000060466316
00000060474416
00000060482168
00000060487283
00000060497424
00000060509368
00000060513284
00000060514728
00000060515422
00000060520205
00000060531606
00000060534737
00000060535512
00000060541504
00000060546417
00000060552590
00000060552921
00000060557036
00000060568470
00000060580879
00000060581883
00000060582065
00000060582243
00000060585315
00000060585480
00000060595000
00000060595183
00000060595531
00000060606738
00000060607076
00000060611120
00000060612894
00000060615494
00000060615540
00000060620820
00000060621044
00000060621761
00000060627506
00000060629320
00000060631104
00000060633093
00000060633409
00000060637374
00000060641240
00000060641410
00000060641444
00000060641720
00000060642491
00000060642840
00000060644443
00000060650150
00000060650575
00000060666218
00000060666617
00000060667338
00000060668776
00000060669616
00000060670398
00000060670703
00000060672137
00000060674172
00000060678291
00000060681250
00000060681837
00000060683910
00000060685395
00000060687509
00000060690720
00000060692030
00000060696010
00000060701161
00000060702249
00000060705485
00000060705604
00000060706180
00000060706414
00000060706767
00000060710209
00000060710560
00000060714700
00000060719346
00000060721880
00000060722320
00000060724765
00000060727900
00000060728132
00000060728949
00000060731702
00000060732695
00000060732741
00000060732784
00000060735171
00000060738782
00000060738871
00000060738880
00000060739720
00000060740132
00000060743298
00000060743603
00000060745819
00000060749717
00000060752858
00000060754117
00000060761539
00000060762608
00000060764210
00000060764724
00000060764759
00000060765682
00000060767286
00000060767413
00000060769327
00000060769505
00000060769939
00000060772336
00000060774576
00000060775777
00000060775858
00000060778199
00000060778610
00000060782641
00000060784539
00000060784610
00000060786280
00000060792329
00000060794178
00000060794356
00000060795832
00000060796227
00000060799102
00000060801107
00000060804254
00000060806532
00000060807652
00000060809540
00000060810734
00000060811781
00000060813121
00000060813806
00000060815701
00000060816660
00000060818336
00000060822872
00000060824140
00000060824298
00000060824530
00000060824662
00000060824832
00000060825464
00000060832096
00000060835460
00000060836660
00000060838329
00000060839902
00000060840846
00000060841435
00000060844523
00000060845066
00000060846763
00000060847883
00000060852275
00000060852356
00000060852380
00000060852674
00000060853905
00000060854570
00000060855550
00000060856297
00000060868228
00000060874783
00000060875232
00000060876972
00000060877944
00000060880210
00000060891181
00000060892196
00000060892455
00000060893877
00000060897945
00000060900482
00000060901012
00000060902965
00000060906260
00000060907541
00000060907789
00000060908203
00000060908440
00000060910739
00000060912472
00000060912812
00000060913347
00000060913711
00000060915560
00000060919310
00000060920262
00000060920556
00000060921773
00000060922370
00000060925647
00000060926120
00000060926198
00000060926961
00000060934611
00000060935995
00000060936223
00000060941421
00000060941812
00000060942207
00000060945516
00000060946016
00000060946750
00000060949716
00000060949910
00000060952407
00000060953071
00000060957492
00000060960310
00000060961546
00000060961953
00000060966599
00000060968630
00000060968818
00000060969091
00000060969318
00000060969776
00000060969954
00000060970197
00000060971576
00000060972416
00000060975253
00000060979615
00000060979704
00000060982390
00000060987464
00000060988525
00000060988827
00000060990678
00000060992476
00000060992670
00000060997630
00000060998024
00000060998555
00000060998776
00000060999950
00000061004413
00000061006297
00000061007919
00000061015520
00000061019038
00000061021571
00000061024384
00000061025127
00000061025542
00000061029831
00000061031690
00000061033111
00000061033812
00000061040550
00000061042480
00000061044474
00000061054003
00000061060232
00000061085898
00000061093327
00000061097110
00000061101265
00000061120618
00000061122882
00000061126586
00000061127370
00000061132179
00000061146552
00000061168912
00000061169439
00000061386561
00000061423963
00000061522155
00000061532010
00000061587222
00000061588733
00000061612952
00000061771740
00000061772232
00000061772437
00000061773522
00000061774235
00000061774332
00000061775266
00000061775568
00000061775614
00000061776289
00000061776750
00000061776793
00000061777315
00000061778532
00000061779806
00000061780456
00000061780626
00000061780790
00000061781240
00000061781738
00000061782688
00000061784311
00000061784451
00000061785067
00000061785555
00000061785660
00000061786500
00000061787370
00000061787850
00000061788180
00000061788260
00000061788856
00000061788929
00000061789020
00000061789135
00000061789194
00000061789232
00000061789712
00000061789780
00000061789810
00000061790214
00000061790303
00000061790966
00000061791040
00000061792420
00000061793612
00000061795194
00000061795836
00000061796077
00000061796182
00000061796506
00000061797197
00000061797200
00000061797545
00000061798061
00000061798878
00000061799025
00000061799823
00000061800899
00000061801038
00000061802123
00000061802301
00000061802824
00000061802956
00000061803944
00000061804231
00000061805750
00000061806064
00000061806803
00000061806897
00000061806943
00000061807133
00000061808458
00000061808660
00000061809640
00000061809853
00000061809926
00000061809993
00000061810304
00000061812137
00000061812412
00000061812692
00000061813192
00000061813532
00000061813850
00000061814091
00000061814113
00000061814733
00000061814814
00000061815080
00000061815330
00000061816370
00000061817783
00000061818127
00000061818410
00000061818429
00000061818968
00000061819840
00000061820350
00000061821225
00000061821527
00000061821772
00000061822450
00000061822469
00000061822728
00000061826065
00000061826219
00000061826413
00000061830100
00000061830224
00000061830526
00000061830666
00000061830682
00000061831085
00000061832073
00000061832871
00000061833371
00000061834610
00000061835218
00000061836176
00000061836265
00000061836788
00000061837881
00000061838381
00000061838535
00000061838934
00000061839760
00000061840408
00000061840572
00000061841242
00000061841692
00000061841706
00000061841803
00000061841838
00000061841960
00000061842311
00000061842893
00000061844373
00000061844829
00000061845060
00000061847070
00000061848093
00000061848131
00000061848425
00000061848581
00000061849111
00000061850012
00000061850420
00000061851094
00000061851590
00000061851612
00000061851787
00000061852961
00000061853011
00000061854344
00000061854875
00000061854921
00000061855456
00000061856177
00000061856380
00000061858048
00000061858501
00000061860140
00000061861286
00000061861421
00000061861820
00000061861928
00000061861952
00000061862142
00000061863041
00000061863912
00000061864340
00000061865656
00000061865796
00000061866164
00000061866199
00000061866326
00000061866814
00000061867063
00000061867454
00000061867500
00000061867888
00000061868531
00000061868744
00000061868760
00000061868817
00000061869104
00000061869856
00000061870668
00000061870773
00000061872288
00000061872644
00000061872725
00000061873292
00000061873632
00000061874213
00000061874272
00000061875333
00000061875651
00000061876151
00000061876160
00000061879762
00000061879835
00000061880230
00000061880302
00000061880515
00000061880892
00000061880990
00000061881210
00000061881457
00000061883166
00000061883808
00000061883840
00000061884375
00000061886084
00000061886149
00000061886580
00000061887315
00000061887943
00000061888206
00000061889326
00000061889334
00000061890316
00000061892564
00000061892793
00000061892882
00000061895490
00000061896284
00000061896357
00000061896365
00000061897086
00000061897116
00000061897337
00000061897450
00000061897582
00000061897922
00000061898228
00000061899011
00000061899739
00000061899828
00000061900060
00000061900834
00000061901067
00000061901300
00000061901733
00000061902586
00000061902616
00000061902977
00000061903221
00000061903680
00000061904201
00000061904210
00000061904449
00000061904570
00000061904783
00000061905828
00000061906530
00000061906670
00000061906980
00000061908525
00000061909688
00000061909807
00000061910392
00000061910473
00000061910627
00000061910635
00000061910686
00000061911070
00000061912220
00000061912573
00000061913030
00000061913154
00000061913324
00000061913464
00000061914720
00000061915572
00000061915602
00000061915610
00000061916200
00000061916340
00000061916757
00000061917303
00000061917907
00000061918628
00000061918814
00000061920169
00000061920649
00000061920843
00000061921076
00000061921084
00000061921483
00000061921564
00000061921947
00000061922897
00000061923044
00000061924504
00000061924660
00000061925357
00000061925403
00000061925764
00000061926000
00000061927074
00000061927619
00000061927945
00000061928186
00000061929158
00000061930156
00000061930431
00000061931144
00000061931616
00000061932434
00000061933201
00000061933724
00000061934623
00000061935603
00000061935646
00000061936146
00000061936758
00000061936812
00000061936880
00000061937010
00000061937088
00000061937100
00000061937215
00000061937231
00000061937657
00000061937975
00000061938270
00000061938351
00000061938459
00000061938815
00000061938890
00000061940135
00000061940178
00000061941360
00000061941751
00000061941913
00000061942936
00000061943916
00000061944866
00000061945226
00000061945986
00000061947822
00000061948446
00000061948926
00000061949078
00000061949140
00000061949515
00000061950068
00000061950416
00000061950475
00000061950866
00000061951579
00000061951838
00000061953571
00000061954055
00000061954845
00000061955108
00000061956384
00000061957534
00000061957780
00000061957895
00000061958239
00000061958409
00000061958476
00000061958689
00000061959162
00000061959286
00000061959324
00000061959375
00000061959383
00000061960187
00000061960438
00000061960519
00000061960802
00000061961094
00000061961264
00000061961302
00000061961825
00000061962031
00000061962066
00000061962414
00000061963127
00000061963372
00000061963780
00000061964670
00000061964743
00000061964840
00000061965286
00000061966029
00000061966959
00000061968145
00000061968420
00000061968455
00000061969451
00000061969842
00000061970735
00000061971057
00000061971626
00000061972240
00000061972304
00000061972401
00000061972460
00000061972819
00000061974099
00000061974650
00000061974749
00000061976164
00000061977101
00000061977209
00000061978078
00000061978728
00000061978752
00000061978825
00000061979015
00000061979112
00000061979716
00000061979910
00000061980501
00000061980730
00000061980838
00000061981168
00000061982130
00000061982300
00000061982539
00000061982954
00000061983314
00000061983420
00000061983837
00000061984213
00000061984299
00000061985880
00000061986585
00000061986712
00000061986771
00000061986879
00000061987050
00000061987085
00000061987115
00000061987204
00000061988219
00000061988812
00000061989169
00000061989240
00000061989258
00000061989886
00000061990418
00000061990841
00000061991040
00000061991090
00000061991120
00000061991635
00000061991970
00000061992704
00000061992992
00000061993000
00000061993115
00000061994251
00000061994596
00000061994626
00000061994650
00000061996408
00000061997242
00000061997439
00000061997595
00000061997838
00000061998001
00000061998680
00000061998702
00000062000020
00000062000349
00000062000497
00000062000870
00000062000969
00000062002155
00000062005111
00000062006754
00000062007068
00000062007157
00000062007386
00000062007394
00000062008862
00000062008919
00000062008986
00000062010654
00000062010794
00000062010816
00000062012053
00000062012487
00000062013459
00000062013556
00000062013629
00000062013750
00000062014404
00000062014420
00000062014528
00000062015133
00000062015478
00000062015761
00000062015800
00000062017098
00000062017667
00000062017900
00000062018086
00000062018906
00000062018981
00000062019090
00000062020153
00000062020811
00000062021460
00000062021575
00000062021710
00000062021966
00000062022504
00000062023330
00000062023837
00000062024140
00000062024159
00000062024221
00000062024396
00000062024647
00000062025260
00000062026704
00000062027026
00000062027298
00000062028111
00000062028120
00000062028138
00000062028820
00000062028960
00000062029495
00000062030060
00000062033409
00000062033425
00000062033506
00000062033689
00000062033778
00000062034049
00000062034812
00000062036076
00000062036246
00000062036262
00000062036807
00000062037803
00000062039229
00000062039342
00000062039660
00000062039679
00000062039725
00000062040928
00000062041215
00000062042386
00000062043129
00000062043137
00000062043196
00000062043285
00000062043420
00000062043510
00000062044044
00000062044273
00000062044605
00000062045555
00000062046101
00000062046195
00000062046977
00000062047612
00000062048104
00000062048147
00000062048155
00000062048350
00000062048651
00000062048716
00000062049674
00000062049836
00000062049887
00000062049992
00000062050192
00000062050958
00000062051466
00000062052241
00000062052446
00000062053426
00000062053434
00000062053590
00000062053728
00000062053906
00000062054015
00000062054813
00000062056239
00000062057162
00000062057197
00000062057499
00000062058720
00000062058797
00000062059955
00000062059998
00000062060180
00000062060414
00000062060511
00000062061100
00000062061178
00000062061739
00000062061895
00000062062360
00000062062450
00000062062590
00000062064290
00000062064681
00000062064967
00000062065840
00000062065874
00000062065890
00000062065980
00000062066013
00000062066641
00000062067010
00000062067257
00000062067320
00000062068180
00000062068210
00000062068326
00000062068520
00000062068660
00000062068750
00000062069683
00000062070037
00000062071300
00000062072269
00000062073141
00000062073214
00000062074440
00000062075926
00000062076060
00000062076418
00000062076973
00000062079000
00000062079468
00000062079891
00000062079921
00000062080423
00000062080598
00000062080679
00000062081616
00000062082086
00000062082183
00000062082876
00000062084364
00000062084780
00000062085018
00000062085565
00000062086251
00000062086405
00000062086561
00000062086685
00000062086863
00000062086936
00000062087517
00000062087592
00000062087797
00000062088351
00000062088912
00000062088963
00000062088971
00000062089145
00000062089501
00000062090186
00000062090674
00000062090801
00000062091050
00000062091387
00000062091484
00000062091760
00000062092294
00000062092960
00000062093037
00000062093533
00000062093681
00000062093789
00000062093843
00000062094050
00000062096168
00000062096974
00000062097180
00000062097857
00000062097920
00000062098616
00000062098829
00000062098942
00000062099124
00000062099248
00000062099523
00000062101323
00000062101544
00000062101706
00000062101749
00000062102389
00000062102427
00000062102532
00000062102540
00000062102885
00000062103156
00000062104080
00000062104608
00000062104900
00000062105639
00000062105698
00000062106210
00000062106414
00000062107011
00000062107070
00000062107496
00000062108387
00000062108689
00000062109430
00000062109650
00000062110128
00000062110446
00000062110454
00000062110810
00000062111043
00000062111523
00000062112481
00000062112643
00000062112805
00000062112813
00000062113615
00000062113720
00000062114484
00000062115049
00000062115189
00000062115723
00000062115790
00000062116150
00000062116495
00000062116720
00000062116789
00000062116797
00000062116843
00000062117475
00000062117726
00000062118447
00000062118838
00000062118900
00000062119338
00000062120379
00000062121006
00000062121685
00000062122592
00000062123130
00000062123858
00000062124587
00000062124609
00000062124986
00000062127837
00000062128132
00000062128671
00000062129058
00000062129244
00000062129538
00000062129708
00000062130102
00000062130811
00000062131168
00000062131206
00000062131222
00000062131265
00000062131524
00000062132504
00000062133136
00000062133985
00000062134221
00000062134337
00000062134370
00000062134388
00000062135406
00000062135660
00000062136925
00000062137000
00000062137042
00000062137310
00000062137492
00000062137514
00000062137603
00000062137638
00000062137646
00000062137964
00000062138405
00000062138588
00000062139142
00000062139150
00000062139843
00000062140140
00000062140248
00000062140540
00000062141210
00000062141759
00000062142402
00000062142828
00000062143832
00000062143972
00000062144596
00000062144855
00000062144995
00000062145266
00000062145606
00000062145673
00000062145932
00000062145975
00000062146220
00000062146289
00000062146319
00000062146670
00000062147862
00000062148249
00000062149245
00000062149474
00000062149520
00000062150073
00000062150944
00000062152955
00000062153765
00000062153927
00000062154567
00000062154575
00000062155652
00000062155660
00000062155687
00000062156047
00000062156500
00000062157205
00000062157299
00000062157442
00000062157485
00000062157515
00000062158430
00000062158457
00000062159275
00000062159399
00000062159615
00000062161369
00000062161822
00000062162497
00000062162969
00000062163426
00000062163434
00000062163469
00000062163701
00000062163973
00000062164090
00000062164570
00000062164830
00000062164899
00000062165259
00000062165496
00000062166441
00000062166557
00000062166980
00000062167286
00000062167340
00000062167472
00000062167987
00000062168142
00000062168150
00000062168789
00000062168991
00000062169505
00000062169769
00000062169912
00000062170503
00000062170716
00000062171852
00000062171879
00000062172263
00000062174800
00000062179365
00000062186086
00000062187821
00000062188178
00000062188674
00000062200143
00000062209531
00000062388916
00000062518305
00000062524437
00000062637460
00000062639706
00000062639714
00000062639722
00000062641360
00000062642464
00000062642537
00000062642600
00000062643266
00000062643657
00000062643720
00000062645382
00000062645501
00000062647199
00000062647458
00000062648357
00000062649299
00000062650696
00000062651234
00000062651510
00000062651684
00000062652230
00000062652303
00000062652850
00000062653571
00000062654837
00000062655264
00000062656171
00000062657275
00000062659960
00000062660179
00000062660640
00000062660918
00000062662341
00000062662538
00000062666320
00000062667165
00000062667262
00000062668331
00000062669222
00000062670921
00000062671570
00000062672410
00000062673009
00000062674153
00000062674811
00000062674943
00000062675494
00000062676148
00000062677020
00000062677500
00000062677926
00000062679805
00000062680641
00000062680749
00000062681044
00000062681117
00000062682652
00000062682717
00000062683420
00000062685376
00000062686100
00000062687980
00000062689975
00000062690108
00000062692690
00000062694170
00000062694910
00000062695045
00000062695150
00000062696319
00000062697773
00000062698796
00000062699156
00000062702068
00000062702246
00000062703730
00000062703960
00000062704060
00000062704842
00000062708546
00000062712055
00000062712179
00000062712330
00000062712721
00000062714325
00000062717316
00000062718657
00000062719343
00000062721305
00000062721348
00000062721852
00000062721984
00000062722395
00000062722840
00000062722867
00000062724908
00000062725637
00000062726030
00000062726447
00000062727737
00000062728288
00000062729209
00000062729241
00000062730320
00000062730894
00000062730908
00000062732498
00000062735217
00000062736345
00000062736388
00000062736582
00000062737562
00000062739522
00000062740172
00000062740466
00000062741012
00000062743007
00000062744364
00000062745050
00000062747088
00000062747240
00000062747592
00000062747860
00000062748190
00000062748548
00000062749382
00000062750011
00000062750860
00000062752219
00000062753746
00000062754084
00000062754955
00000062755315
00000062755382
00000062755846
00000062755854
00000062757652
00000062757814
00000062757962
00000062758314
00000062760270
00000062761994
00000062762702
00000062763032
00000062763270
00000062764918
00000062765159
00000062765833
00000062767038
00000062767305
00000062768220
00000062770080
00000062770454
00000062772163
00000062773232
00000062773763
00000062774522
00000062775030
00000062775863
00000062775979
00000062776509
00000062778692
00000062779940
00000062781111
00000062781197
00000062781880
00000062783068
00000062785346
00000062785796
00000062785842
00000062788086
00000062788264
00000062788426
00000062789368
00000062790226
00000062790420
00000062790587
00000062791346
00000062793110
00000062797212
00000062799126
00000062800280
00000062801619
00000062802046
00000062802992
00000062803875
00000062805177
00000062805193
00000062805967
00000062806025
00000062808621
00000062808966
00000062810359
00000062811150
00000062811622
00000062815105
00000062817639
00000062818198
00000062819941
00000062820265
00000062820354
00000062820923
00000062821660
00000062824031
00000062826549
00000062828045
00000062828126
00000062830457
00000062830473
00000062830600
00000062833880
00000062835874
00000062838431
00000062838571
00000062839420
00000062843060
00000062843222
00000062844172
00000062844377
00000062846965
00000062847201
00000062847562
00000062847813
00000062848569
00000062848950
00000062850300
00000062850393
00000062851365
00000062851926
00000062853210
00000062854909
00000062856049
00000062856405
00000062857711
00000062860690
00000062861492
00000062861590
00000062862839
00000062862898
00000062863428
00000062863487
00000062863495
00000062863800
00000062866192
00000062867202
00000062868780
00000062869043
00000062869892
00000062870580
00000062874330
00000062874861
00000062876279
00000062877402
00000062878018
00000062879405
00000062880136
00000062881469
00000062881752
00000062883127
00000062884123
00000062884891
00000062886100
00000062887017
00000062887912
00000062889230
00000062889257
00000062892312
00000062894315
00000062896814
00000062897357
00000062898469
00000062899384
00000062899481
00000062899775
00000062899783
00000062900250
00000062902970
00000062903276
00000062903519
00000062903640
00000062906330
00000062907239
00000062907816
00000062909770
00000062909916
00000062910035
00000062910795
00000062910809
00000062912062
00000062913115
00000062913581
00000062913867
00000062913891
00000062915770
00000062916068
00000062916300
00000062919580
00000062920782
00000062921428
00000062922491
00000062926195
00000062927108
00000062928376
00000062928465
00000062930745
00000062930923
00000062931121
00000062931296
00000062934511
00000062934651
00000062935607
00000062936387
00000062938177
00000062938193
00000062939610
00000062939840
00000062940180
00000062940970
00000062941054
00000062941283
00000062942530
00000062942611
00000062942760
00000062943170
00000062943618
00000062943928
00000062944738
00000062944886
00000062944908
00000062945270
00000062946005
00000062946722
00000062947028
00000062947427
00000062947850
00000062947931
00000062948024
00000062948270
00000062955888
00000062956400
00000062956914
00000062957414
00000062957643
00000062959131
00000062959174
00000062961373
00000062961420
00000062961632
00000062961764
00000062963902
00000062964763
00000062964950
00000062965271
00000062965620
00000062968025
00000062968637
00000062969250
00000062969412
00000062970534
00000062971042
00000062971689
00000062973665
00000062973916
00000062977954
00000062980076
00000062980670
00000062981200
00000062982591
00000062982940
00000062983210
00000062983610
00000062984543
00000062985361
00000062985523
00000062985728
00000062986732
00000062987615
00000062987763
00000062988034
00000062989111
00000062989278
00000062992163
00000062994760
00000062994921
00000062995200
00000062995480
00000062995898
00000062995936
00000062996177
00000062996541
00000062997645
00000062998544
00000063000172
00000063000385
00000063001373
00000063001810
00000063002043
00000063003686
00000063004259
00000063005530
00000063006154
00000063007290
00000063008335
00000063008513
00000063008548
00000063009064
00000063009617
00000063010135
00000063010259
00000063011956
00000063012405
00000063012677
00000063012693
00000063012790
00000063013142
00000063013398
00000063014009
00000063016770
00000063018411
00000063019302
00000063019388
00000063019671
00000063020629
00000063021110
00000063021609
00000063022362
00000063022427
00000063022796
00000063023210
00000063024624
00000063024675
00000063025175
00000063027100
00000063027704
00000063029359
00000063029588
00000063030314
00000063031159
00000063031175
00000063032775
00000063033305
00000063033488
00000063033615
00000063034948
00000063035090
00000063035154
00000063035197
00000063036304
00000063036690
00000063037467
00000063039273
00000063040557
00000063041340
00000063041367
00000063041413
00000063041650
00000063043840
00000063043912
00000063044455
00000063045648
00000063045907
00000063045915
00000063046695
00000063047071
00000063048515
00000063048639
00000063049023
00000063050706
00000063051397
00000063051702
00000063052946
00000063053012
00000063054620
00000063059207
00000063060019
00000063060370
00000063062755
00000063064090
00000063064154
00000063066858
00000063067072
00000063067838
00000063068346
00000063068540
00000063069024
00000063069342
00000063069849
00000063069954
00000063070030
00000063070049
00000063071541
00000063072610
00000063076420
00000063076560
00000063076896
00000063076993
00000063077043
00000063077477
00000063078449
00000063078562
00000063080117
00000063080214
00000063080257
00000063080320
00000063081377
00000063082748
00000063082942
00000063083108
00000063085100
00000063085739
00000063087200
00000063087324
00000063087588
00000063087650
00000063087723
00000063088452
00000063089076
00000063089190
00000063089815
00000063090473
00000063090481
00000063090538
00000063092654
00000063093642
00000063094002
00000063094398
00000063096870
00000063098288
00000063098652
00000063099420
00000063100479
00000063101432
00000063101734
00000063102307
00000063102595
00000063103001
00000063103362
00000063104288
00000063105500
00000063106191
00000063107643
00000063108984
00000063109115
00000063109964
00000063110326
00000063111020
00000063111195
00000063112078
00000063113970
00000063116316
00000063118998
00000063120690
00000063120801
00000063120968
00000063122596
00000063124092
00000063125919
00000063126354
00000063128039
00000063128268
00000063128616
00000063128969
00000063129248
00000063131706
00000063131838
00000063132222
00000063133202
00000063133350
00000063133695
00000063134969
00000063135124
00000063135531
00000063135582
00000063135701
00000063136511
00000063136791
00000063137526
00000063137844
00000063137860
00000063138654
00000063139170
00000063139898
00000063139928
00000063140616
00000063140764
00000063143577
00000063144328
00000063144409
00000063144786
00000063145383
00000063147190
00000063147564
00000063148536
00000063148609
00000063148722
00000063148951
00000063149974
00000063149982
00000063150492
00000063151510
00000063152690
00000063153041
00000063153300
00000063154250
00000063154528
00000063155770
00000063156474
00000063156792
00000063157217
00000063158183
00000063160137
00000063161290
00000063161540
00000063161648
00000063162342
00000063162962
00000063163071
00000063163101
00000063163675
00000063163993
00000063164230
00000063164507
00000063164728
00000063165422
00000063165449
00000063166518
00000063166852
00000063167018
00000063167131
00000063168375
00000063168650
00000063169517
00000063169894
00000063170590
00000063171589
00000063171783
00000063172488
00000063172763
00000063173042
00000063173719
00000063173875
00000063173930
00000063175819
00000063176467
00000063177633
00000063177811
00000063178613
00000063180960
00000063181428
00000063184273
00000063184630
00000063185172
00000063185270
00000063186055
00000063186152
00000063186349
00000063186470
00000063186640
00000063187442
00000063187523
00000063188678
00000063189810
00000063190192
00000063190850
00000063190869
00000063191300
00000063191318
00000063191679
00000063191857
00000063191890
00000063191989
00000063192691
00000063193469
00000063196174
00000063196239
00000063196530
00000063197200
00000063198975
00000063199513
00000063200295
00000063200341
00000063200961
00000063201658
00000063203685
00000063203855
00000063205890
00000063206307
00000063206358
00000063206820
00000063206951
00000063208113
00000063208369
00000063208687
00000063209608
00000063209691
00000063210878
00000063212404
00000063212536
00000063213796
00000063214644
00000063214792
00000063214938
00000063214970
00000063215276
00000063216523
00000063221730
00000063229722
00000063230526
00000063243997
00000063256827
00000063503107
00000063549182
00000063549387
00000063549930
00000063550237
00000063550350
00000063550610
00000063550822
00000063551497
00000063551969
00000063552124
00000063552329
00000063552353
00000063552957
00000063553007
00000063553295
00000063553325
00000063553597
00000063554011
00000063554348
00000063554364
00000063554429
00000063554500
00000063555263
00000063555654
00000063555670
00000063555727
00000063556332
00000063556944
00000063556979
00000063557193
00000063557371
00000063557819
00000063558343
00000063559056
00000063559285
00000063559439
00000063560135
00000063560194
00000063560623
00000063561263
00000063561859
00000063561875
00000063561921
00000063562170
00000063562448
00000063562570
00000063562600
00000063562820
00000063563070
00000063563703
00000063563720
00000063563851
00000063563908
00000063563940
00000063564211
00000063564394
00000063565102
00000063565331
00000063565390
00000063566184
00000063566346
00000063567768
00000063567792
00000063567806
00000063568390
00000063568675
00000063568934
00000063568942
00000063569051
00000063569442
00000063569574
00000063569680
00000063570068
00000063570580
00000063570602
00000063570912
00000063571358
00000063571404
00000063571978
00000063572036
00000063572443
00000063572958
00000063573296
00000063573458
00000063573601
00000063573709
00000063574136
00000063574640
00000063574810
00000063575000
00000063575027
00000063576228
00000063576449
00000063576554
00000063577070
00000063577178
00000063577267
00000063577615
00000063577712
00000063577844
00000063577909
00000063578123
00000063579146
00000063579715
00000063579804
00000063579898
00000063580020
00000063580586
00000063580845
00000063581493
00000063581655
00000063581752
00000063582252
00000063582600
00000063582805
00000063583003
00000063583046
00000063583151
00000063583364
00000063583461
00000063583585
00000063583720
00000063583852
00000063583860
00000063584174
00000063584190
00000063584611
00000063584824
00000063585022
00000063585103
00000063585197
00000063585235
00000063585278
00000063585537
00000063585863
00000063586134
00000063586630
00000063586657
00000063586932
00000063587165
00000063587548
00000063588668
00000063588757
00000063588781
00000063588935
00000063588951
00000063589460
00000063589567
00000063589826
00000063589834
00000063589931
00000063590689
00000063590760
00000063591626
00000063591774
00000063591898
00000063592371
00000063592428
00000063592525
00000063592541
00000063592649
00000063592959
00000063593297
00000063593971
00000063594013
00000063594064
00000063594099
00000063594471
00000063594617
00000063594641
00000063595184
00000063595354
00000063596423
00000063596431
00000063597268
00000063597306
00000063597535
00000063598159
00000063598302
00000063598450
00000063598868
00000063598949
00000063599023
00000063599279
00000063599821
00000063600471
00000063600692
00000063600722
00000063600838
00000063600846
00000063601176
00000063601354
00000063601532
00000063602270
00000063602369
00000063602482
00000063602598
00000063602628
00000063602733
00000063602954
00000063603420
00000063603578
00000063603624
00000063603764
00000063603888
00000063603969
00000063604051
00000063604230
00000063604353
00000063604647
00000063604698
00000063605201
00000063605511
00000063605740
00000063605856
00000063606062
00000063606542
00000063606550
00000063606674
00000063606798
00000063607158
00000063607310
00000063607450
00000063607727
00000063607867
00000063608383
00000063608804
00000063609010
00000063609045
00000063609126
00000063609142
00000063609916
00000063610230
00000063610353
00000063610590
00000063610884
00000063611252
00000063611350
00000063611627
00000063611635
00000063611724
00000063611732
00000063611791
00000063612097
00000063612887
00000063612976
00000063613441
00000063613646
00000063613670
00000063613999
00000063614464
00000063615126
00000063615339
00000063615720
00000063615940
00000063615983
00000063616190
